,benzina_eur_l,diesel_eur_l
2025-03-03,0.7217578475336323,0.8768430493273541
2025-03-10,0.698700943525229,0.8725283741282649
2025-03-17,0.6803175323202539,0.8250034021320026
2025-03-24,0.6994250250981108,0.8371634571506797
2025-03-31,0.7296893722923772,0.8451285832795649
2025-04-07,0.6830474814948547,0.7742913883372452
2025-04-14,0.6562304093035933,0.7549720619633853
2025-04-21,0.6674404686338163,0.766716842887974
2025-04-28,0.6634172956260799,0.7555515140492861
2025-05-05,0.6533949064971881,0.7390974349595355
2025-05-12,0.6497680187422482,0.7409435435711333
2025-05-19,0.6836857313213777,0.7691418612117598
2025-05-26,0.6730604144551622,0.7589790926293442
2025-06-02,0.6726309485419449,0.7586124291703137
2025-06-09,0.6672379216043756,0.7531084776663628
2025-06-16,0.6903799662454957,0.786461706883182
2025-06-23,0.6961615980651229,0.8323554440811574
2025-06-30,0.6860270039922846,0.8262324496478716
2025-07-07,0.6612029199695463,0.8118590174212906
2025-07-14,0.6663810798750558,0.8245604640785363
2025-07-21,0.6791651801641099,0.8441669639671779
2025-07-28,0.6696848805414854,0.8287238334304541
2025-08-04,0.6878247261345853,0.8259333780460542
2025-08-11,0.6676086567698086,0.7871221606152745
2025-08-18,0.666236443488393,0.7750470556601238
2025-08-25,0.6861197179936236,0.7989581930037273
2025-09-01,0.685325099891028,0.8028332727933163
2025-09-08,0.6959320030907686,0.8175628380528158
2025-09-15,0.6876048206021171,0.8034092471245933
2025-09-22,0.68589528937961,0.8066971356169963
2025-09-29,0.6873254759746146,0.8327107887579328
2025-10-06,0.6732799417546416,0.7911903895158356
2025-10-13,0.6879506038318352,0.8018160355942977
2025-10-20,0.6859690627843492,0.7898089171974522
2025-10-27,0.6940982404692081,0.8338709677419355
2025-11-03,0.6796159122085048,0.8485779606767261
2025-11-10,0.6859379266405753,0.8656048056794393
2025-11-17,0.6987914443380309,0.8612578100059288
2025-11-24,0.6793748864255862,0.8969652916590951
2025-12-01,0.6659855878865276,0.8259782906138833
2025-12-08,0.6560664870542035,0.8079273026165578
2025-12-15,0.6297466904860062,0.810443864229765
2025-12-22,0.6140383198231393,0.7741341193809875
2025-12-29,0.6231139053254439,0.7764053254437869
2026-01-05,0.6552702326874942,0.8096412348196903
2026-01-12,0.6601001794258374,0.822144138755981
2026-01-19,0.6585274930102516,0.8339981360671014
2026-01-26,0.6718675010586741,0.8568013927445537
2026-02-02,0.6809836220323783,0.8501817152027187
2026-02-09,0.6632176893103611,0.8260269470916859
2026-02-16,0.6865590132291324,0.8508074007815074
2026-02-23,0.7431892784958678,0.7971755044958678
2026-03-02,0.7019424729174449,0.8930892790437057
2026-03-09,0.761325915190051,1.0559446444434055
2026-03-16,0.8787816881790323,1.2229919212554554
2026-03-23,0.9720349679771866,1.4254219064092375
2026-03-30,0.9300201723821748,1.35602420685861
2026-04-06,0.961929026387625,1.3992356687898087
2026-04-13,0.9300403966213736,1.339919206757253
2026-04-20,0.928151553141106,1.2459302595533268
