Date,Price,Open,High,Low,Vol.,Change %
11/10/2002,203.00,206.00,209.75,197.50,82.81K,-1.34%
11/03/2002,205.75,218.25,219.00,204.25,76.11K,-7.11%
10/27/2002,221.50,221.75,224.75,216.50,56.41K,-0.78%
10/20/2002,223.25,240.00,240.00,222.50,46.87K,-6.98%
10/13/2002,240.00,238.25,244.25,236.50,41.53K,0.84%
10/06/2002,238.00,243.75,244.00,234.25,99.90K,-1.55%
09/29/2002,241.75,248.00,250.25,240.75,63.71K,-1.12%
09/22/2002,244.50,244.00,250.50,242.50,37.70K,1.03%
09/15/2002,242.00,241.50,243.75,233.00,27.27K,0.73%
09/08/2002,240.25,244.75,245.00,233.75,72.35K,-1.03%
09/01/2002,242.75,233.25,244.50,225.00,72.13K,4.07%
08/25/2002,233.25,233.75,236.25,229.00,25.29K,1.30%
08/18/2002,230.25,224.75,233.75,223.50,41.78K,1.88%
08/11/2002,226.00,211.50,226.00,206.50,55.88K,7.49%
08/04/2002,210.25,210.00,211.50,206.00,74.59K,1.45%
07/28/2002,207.25,207.00,217.00,205.25,59.26K,0.00%
07/21/2002,207.25,214.00,214.25,204.75,41.73K,-3.27%
07/14/2002,214.25,219.00,219.75,212.75,35.48K,-0.81%
07/07/2002,216.00,210.00,217.00,203.75,77.65K,3.35%
06/30/2002,209.00,208.00,213.75,207.00,61.64K,0.60%
06/23/2002,207.75,202.00,209.50,201.25,37.12K,4.27%
06/16/2002,199.25,207.00,209.00,198.50,34.82K,-2.33%
06/09/2002,204.00,191.00,205.25,188.50,84.16K,6.39%
06/02/2002,191.75,193.50,197.75,190.50,50.29K,-2.29%
05/26/2002,196.25,203.75,203.75,194.50,43.09K,-3.44%
05/19/2002,203.25,210.75,213.75,202.75,30.60K,-2.52%
05/12/2002,208.50,211.00,218.50,207.50,35.35K,-1.42%
05/05/2002,211.50,199.75,212.00,198.25,82.67K,5.09%
04/28/2002,201.25,206.00,212.25,198.50,47.40K,-2.66%
04/21/2002,206.75,204.00,208.25,200.25,30.21K,3.38%
04/14/2002,200.00,191.50,204.75,188.00,41.25K,4.58%
04/07/2002,191.25,210.00,215.00,190.75,80.67K,-8.71%
03/31/2002,209.50,210.50,221.50,209.00,40.46K,3.08%
03/24/2002,203.25,199.75,205.00,196.25,22.75K,0.87%
03/17/2002,201.50,195.25,207.50,194.25,26.33K,2.15%
03/10/2002,197.25,192.50,200.00,190.50,62.09K,4.78%
03/03/2002,188.25,179.00,196.25,177.00,59.86K,4.58%
02/24/2002,180.00,166.75,181.50,163.25,46.11K,7.14%
02/17/2002,168.00,171.00,171.50,163.25,20.96K,-2.33%
02/10/2002,172.00,163.75,174.75,163.00,66.48K,4.40%
02/03/2002,164.75,165.50,168.25,158.75,61.66K,-1.49%
01/27/2002,167.25,164.25,169.50,155.75,54.56K,3.88%
01/20/2002,161.00,158.50,166.75,158.50,42.97K,1.58%
01/13/2002,158.50,166.25,167.00,157.50,40.90K,-6.35%
01/06/2002,169.25,176.00,178.00,163.75,77.87K,-3.01%
12/30/2001,174.50,172.00,177.50,167.50,38.41K,1.16%
12/23/2001,172.50,167.75,178.00,166.50,11.80K,3.29%
12/16/2001,167.00,167.75,175.25,165.25,34.93K,0.00%
12/09/2001,167.00,158.50,167.00,150.00,66.32K,7.57%
12/02/2001,155.25,164.00,173.00,153.25,63.77K,-5.19%
11/25/2001,163.75,165.50,169.50,158.75,47.21K,-3.53%
11/18/2001,169.75,159.00,177.50,155.00,39.61K,4.46%
11/11/2001,162.50,194.00,194.50,159.00,56.95K,-15.25%
11/04/2001,191.75,179.00,194.50,172.50,71.96K,9.42%
10/28/2001,175.25,193.75,194.25,175.00,48.79K,-8.25%
10/21/2001,191.00,192.75,196.25,187.75,36.01K,0.26%
10/14/2001,190.50,200.00,200.00,186.25,53.29K,-4.03%
10/07/2001,198.50,203.50,207.75,197.50,64.81K,-3.41%
09/30/2001,205.50,210.00,210.75,196.50,58.06K,-1.67%
09/23/2001,209.00,221.75,222.25,189.00,61.74K,-7.83%
09/16/2001,226.75,257.75,262.75,225.25,44.03K,-13.95%
09/09/2001,263.50,243.50,274.00,240.00,82.81K,8.32%
09/02/2001,243.25,233.50,243.25,230.00,47.27K,4.51%
08/26/2001,232.75,231.00,238.00,229.75,30.16K,0.22%
08/19/2001,232.25,222.25,232.25,219.25,33.21K,3.11%
08/12/2001,225.25,230.75,232.75,225.00,25.73K,-2.28%
08/05/2001,230.50,224.75,231.00,224.25,53.45K,1.65%
07/29/2001,226.75,221.00,228.50,217.75,31.20K,2.02%
07/22/2001,222.25,219.50,226.00,216.50,43.85K,2.77%
07/15/2001,216.25,217.25,219.75,211.00,39.12K,-1.93%
07/08/2001,220.50,226.00,227.75,215.50,58.27K,-2.11%
07/01/2001,225.25,229.00,229.75,219.25,34.45K,-1.10%
06/24/2001,227.75,231.00,233.25,219.25,48.27K,-0.65%
06/17/2001,229.25,247.50,247.50,229.00,40.28K,-7.56%
06/10/2001,248.00,239.50,252.25,239.25,80.52K,5.31%
06/03/2001,235.50,237.50,240.25,231.00,61.31K,0.86%
05/27/2001,233.50,236.50,238.75,230.00,35.49K,-1.27%
05/20/2001,236.50,243.00,245.25,236.00,35.05K,-1.56%
05/13/2001,240.25,231.00,244.00,225.75,38.18K,4.46%
05/06/2001,230.00,229.50,235.25,228.00,56.98K,-1.39%
04/29/2001,233.25,229.00,235.50,224.00,44.71K,1.74%
04/22/2001,229.25,226.50,231.50,223.00,38.54K,1.21%
04/15/2001,226.50,240.25,241.25,226.25,29.33K,-1.95%
04/08/2001,231.00,214.00,233.75,214.00,62.35K,7.94%
04/01/2001,214.00,210.50,220.00,201.75,51.38K,2.76%
03/25/2001,208.25,215.50,218.50,208.00,27.39K,-2.00%
03/18/2001,212.50,212.00,213.00,204.50,38.48K,-0.23%
03/11/2001,213.00,218.75,220.00,206.25,37.15K,-3.51%
03/04/2001,220.75,221.75,226.25,219.25,53.49K,0.11%
02/25/2001,220.50,222.00,222.25,214.00,34.02K,-0.90%
02/18/2001,222.50,227.00,228.50,218.00,24.16K,0.23%
02/11/2001,222.00,236.00,236.50,219.75,37.88K,-6.03%
02/04/2001,236.25,228.25,239.00,223.75,72.74K,5.00%
01/28/2001,225.00,225.25,228.75,210.75,50.12K,-0.33%
01/21/2001,225.75,227.25,227.50,218.50,34.09K,0.78%
01/14/2001,224.00,224.25,228.50,214.25,33.29K,0.45%
01/07/2001,223.00,232.50,234.50,216.00,70.15K,-4.70%
12/31/2000,234.00,241.00,242.00,221.00,42.40K,-1.68%
12/24/2000,238.00,238.50,240.25,228.50,13.34K,4.85%
12/17/2000,227.00,239.00,248.00,224.25,22.45K,-3.09%
12/10/2000,234.25,260.00,264.75,231.00,61.91K,-8.85%
12/03/2000,257.00,282.75,289.50,255.50,75.79K,-10.61%
11/26/2000,287.50,304.50,305.00,282.00,49.65K,-6.50%
11/19/2000,307.50,305.00,315.50,301.50,36.09K,2.67%
11/12/2000,299.50,292.25,303.00,286.00,53.04K,0.42%
11/05/2000,298.25,270.50,301.00,267.00,76.37K,8.75%
10/29/2000,274.25,283.50,285.50,272.50,35.20K,-4.28%
10/22/2000,286.50,296.25,297.50,286.50,38.96K,-0.52%
10/15/2000,288.00,300.50,310.50,287.25,44.14K,-8.72%
10/08/2000,315.50,287.00,342.50,287.00,84.33K,10.99%
10/01/2000,284.25,287.50,296.50,282.00,48.94K,0.35%
09/24/2000,283.25,292.25,296.50,277.50,50.32K,-7.81%
09/17/2000,307.25,314.75,321.50,305.25,38.58K,-3.00%
09/10/2000,316.75,307.00,341.50,300.75,62.61K,0.56%
09/03/2000,315.00,304.00,320.00,304.00,48.51K,4.30%
08/27/2000,302.00,307.00,309.00,297.25,39.70K,1.94%
08/20/2000,296.25,279.00,296.50,279.00,47.62K,6.56%
08/13/2000,278.00,261.50,281.00,260.75,52.65K,4.32%
08/06/2000,266.50,251.50,266.75,245.00,65.38K,6.71%
07/30/2000,249.75,242.00,250.00,232.00,54.97K,3.31%
07/23/2000,241.75,241.25,245.50,238.00,44.88K,-1.23%
07/16/2000,244.75,245.00,252.50,243.50,29.16K,-1.81%
07/09/2000,249.25,238.00,249.50,234.50,60.57K,4.84%
07/02/2000,237.75,251.50,257.00,237.25,52.55K,-6.21%
06/25/2000,253.50,245.50,254.25,238.00,40.05K,4.43%
06/18/2000,242.75,224.00,244.25,221.00,29.42K,6.82%
06/11/2000,227.25,229.50,237.25,226.50,44.07K,0.22%
06/04/2000,226.75,230.00,230.00,221.50,61.91K,-0.77%
05/28/2000,228.50,225.00,230.75,221.00,26.21K,-0.65%
05/21/2000,230.00,228.00,232.50,217.00,22.01K,0.44%
05/14/2000,229.00,222.75,233.50,219.00,27.63K,0.88%
05/07/2000,227.00,202.00,227.00,201.50,68.00K,12.38%
04/30/2000,202.00,203.25,208.75,201.25,38.38K,-0.49%
04/23/2000,203.00,202.25,204.00,195.00,28.73K,0.50%
04/16/2000,202.00,190.25,204.00,187.50,29.65K,4.94%
04/09/2000,192.50,192.00,196.50,189.50,65.74K,-2.04%
04/02/2000,196.50,199.25,203.75,190.50,41.49K,-1.13%
03/26/2000,198.75,204.00,205.00,195.00,33.61K,-3.40%
03/19/2000,205.75,207.50,208.00,198.25,32.47K,-1.67%
03/12/2000,209.25,217.00,219.00,200.50,27.55K,-6.69%
03/05/2000,224.25,227.50,245.75,222.50,71.35K,-2.07%
02/27/2000,229.00,218.75,232.50,217.00,43.90K,3.97%
02/20/2000,220.25,213.00,220.25,206.50,29.84K,3.89%
02/13/2000,212.00,213.50,219.75,212.00,23.26K,-0.82%
02/06/2000,213.75,223.75,224.00,211.75,73.07K,-3.50%
01/30/2000,221.50,211.50,224.00,209.50,54.38K,3.38%
01/23/2000,214.25,227.50,230.25,213.25,47.23K,-5.09%
01/16/2000,225.75,211.50,233.00,211.25,46.34K,8.14%
